Customer_ID,Age,Gender,Monthly_Spend,Tenure_Years,Support_Tickets_Raised,City_Tier,Used_App_Last_Month,Customer_Churn,Education_Level_High School,Education_Level_Master's,Education_Level_PhD,Spend_per_Year
CUST00001,1.5584314270630186,1,-1.1784357773332388,0.8588302245882152,-0.14817722573815464,-1.109885325777285,1,0,0.0,0.0,1.0,-0.6339663309457411
CUST00002,-1.4683141825859651,1,-0.19778870371510468,-1.4773659821931995,-1.628962293074812,0.18067900652188343,0,0,0.0,1.0,0.0,0.41433346969214
CUST00003,0.36181106975993205,1,0.29045019165022806,-1.1436236669387116,0.592215307930174,-1.109885325777285,0,0,0.0,1.0,0.0,-2.0223003481325366
CUST00004,0.7841476664551391,0,0.4764088643819347,0.8588302245882152,1.3326078415985028,0.18067900652188343,1,0,0.0,0.0,1.0,0.25629498492121466
CUST00005,1.065705397585277,1,0.21874285396109344,-0.8098813516842238,0.592215307930174,0.18067900652188343,1,0,0.0,1.0,0.0,1.1505596946900973
CUST00006,-0.4124726908479475,1,-1.6883722556146685,-0.476139036429736,-1.628962293074812,0.18067900652188343,1,0,1.0,0.0,0.0,-3.2229396214368085
CUST00007,-0.2716938252828785,1,-0.4813504331082822,0.19134559407923965,-0.14817722573815464,0.18067900652188343,1,0,0.0,0.0,0.0,-0.40403929430763164
CUST00008,1.347263128715415,0,-1.2305446001343965,0.19134559407923965,-0.14817722573815464,1.4712433388210517,1,1,1.0,0.0,0.0,-1.0329031359581706
CUST00009,-0.060525526935274986,1,-0.07907955409735107,-1.4773659821931995,-1.628962293074812,0.18067900652188343,1,1,1.0,0.0,0.0,0.1656581261488926
CUST00010,0.7137582336726046,0,-0.0017530617899846259,-0.8098813516842238,-1.628962293074812,-1.109885325777285,0,1,0.0,1.0,0.0,-0.009220882882950497
CUST00011,0.6433688008900701,0,-0.6205381192615406,0.19134559407923965,2.450600567437672,-1.109885325777285,1,0,1.0,0.0,0.0,-0.5208716281367024
CUST00012,-0.9755881531082236,0,-0.9015751963872201,1.1925725398427032,1.3326078415985028,0.18067900652188343,1,0,0.0,1.0,0.0,-0.4111951509033766
CUST00013,0.6433688008900701,0,-1.3031103195944806,1.5263148550971908,-0.8885697594064833,-1.109885325777285,1,0,0.0,0.0,1.0,-0.51581469228401
CUST00014,1.6288208598455531,1,1.1268819144566866,0.8588302245882152,-1.628962293074812,-1.109885325777285,0,0,0.0,0.0,0.0,0.6062317577746099
CUST00015,0.6433688008900701,0,0.8018870347077712,1.5263148550971908,-0.14817722573815464,-1.109885325777285,0,0,1.0,0.0,0.0,0.3174137353029663
CUST00016,0.15064277141232854,0,-2.1754281710603736,0.8588302245882152,1.3326078415985028,-1.109885325777285,1,0,0.0,0.0,1.0,-1.1703210665956831
CUST00017,-0.2716938252828785,0,0.557428562292041,-0.14239672117524815,-0.14817722573815464,-1.109885325777285,0,0,0.0,1.0,0.0,0.649984178064167
CUST00018,-0.623640989195551,0,-1.0311619906317937,0.19134559407923965,-0.14817722573815464,-1.109885325777285,1,0,0.0,1.0,0.0,-0.8655439662147341
CUST00019,0.924926532020208,1,1.1842925070195902,-1.1436236669387116,2.0730003752668313,1.4712433388210517,1,1,1.0,0.0,0.0,-8.245803301519672
CUST00020,0.6433688008900701,1,-1.3368108207194818,1.1925725398427032,-0.8885697594064833,-1.109885325777285,1,1,0.0,0.0,1.0,-0.6096997004328922
CUST00021,-0.48286212363048203,0,0.625132522814143,0.5250879093337275,0.592215307930174,0.18067900652188343,1,0,0.0,0.0,1.0,0.40989933694199154
CUST00022,-1.327535317020896,0,0.9503798677898078,1.1925725398427032,-1.628962293074812,0.18067900652188343,1,0,0.0,1.0,0.0,0.4334542417729945
CUST00023,-1.3979247498034306,0,0.11225302131802962,-0.14239672117524815,-0.8885697594064833,-1.109885325777285,1,0,0.0,0.0,0.0,0.13089154867954758
CUST00024,-1.4683141825859651,0,0.7879365276067967,-0.8098813516842238,0.592215307930174,-1.109885325777285,0,0,1.0,0.0,0.0,4.144446294916211
CUST00025,-0.201304392500344,0,-0.16695187959066538,0.8588302245882152,-0.14817722573815464,-1.109885325777285,0,0,0.0,0.0,0.0,-0.08981556108904462
CUST00026,1.1360948303678116,1,1.156925276439912,-1.1436236669387116,-0.8885697594064833,1.4712433388210517,1,0,1.0,0.0,0.0,-8.055255105926276
CUST00027,-1.4683141825859651,1,-0.04749976087704762,0.5250879093337275,-0.8885697594064833,1.4712433388210517,1,0,0.0,0.0,1.0,-0.031145588779730782
